book_id,title,book_description
7735333,"Matched (Matched, #1)","In the Society, officials decide. Who you love. Where you work. When you die.Cassia has always trusted their choices. It’s hardly any price to pay for a long life, the perfect job, the ideal mate. So when her best friend appears on the Matching screen, Cassia knows with complete certainty that he is the one…until she sees another face flash for an instant before the screen
  In the Society, officials decide. Who you love. Where you work. When you die.Cassia has always trusted their choices. It’s hardly any price to pay for a long life, the perfect job, the ideal mate. So when her best friend appears on the Matching screen, Cassia knows with complete certainty that he is the one…until she sees another face flash for an instant before the screen fades to black. Now Cassia is faced with impossible choices: between Xander and Ky, between the only life she’s known and a path no one else has ever dared follow—between perfection and passion.Matched is a story for right now and storytelling with the resonance of a classic.
  ...more"
6148028,"Catching Fire (The Hunger Games, #2)","Sparks are igniting.Flames are spreading.And the Capitol wants revenge.Against all odds, Katniss has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds h
  Sparks are igniting.Flames are spreading.And the Capitol wants revenge.Against all odds, Katniss has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol - a rebellion that Katniss and Peeta may have helped create.Much to her shock, Katniss has fueled an unrest she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying.In Catching Fire, the second novel in the Hunger Games trilogy, Suzanne Collins continues the story of Katniss Everdeen, testing her more than ever before...and surprising readers at every turn.
  ...more"
7260188,"Mockingjay (The Hunger Games, #3)","My name is Katniss Everdeen.Why am I not dead?I should be dead.Katniss Everdeen, girl on fire, has survived, even though her home has been destroyed. Gale has escaped. Katniss's family is safe. Peeta has been captured by the Capitol. District 13 really does exist. There are rebels. There are new leaders. A revolution is unfolding.It is by design that Katniss was rescued fr
  My name is Katniss Everdeen.Why am I not dead?I should be dead.Katniss Everdeen, girl on fire, has survived, even though her home has been destroyed. Gale has escaped. Katniss's family is safe. Peeta has been captured by the Capitol. District 13 really does exist. There are rebels. There are new leaders. A revolution is unfolding.It is by design that Katniss was rescued from the arena in the cruel and haunting Quarter Quell, and it is by design that she has long been part of the revolution without knowing it. District 13 has come out of the shadows and is plotting to overthrow the Capitol. Everyone, it seems, has had a hand in the carefully laid plans--except Katniss.The success of the rebellion hinges on Katniss's willingness to be a pawn, to accept responsibility for countless lives, and to change the course of the future of Panem. To do this, she must put aside her feelings of anger and distrust. She must become the rebels' Mockingjay--no matter what the personal cost.
  ...more"
2767052,"The Hunger Games (The Hunger Games, #1)","Winning will make you famous. Losing means certain death.The nation of Panem, formed from a post-apocalyptic North America, is a country that consists of a wealthy Capitol region surrounded by 12 poorer districts. Early in its history, a rebellion led by a 13th district against the Capitol resulted in its destruction and the creation of an annual televised event known as t
  Winning will make you famous. Losing means certain death.The nation of Panem, formed from a post-apocalyptic North America, is a country that consists of a wealthy Capitol region surrounded by 12 poorer districts. Early in its history, a rebellion led by a 13th district against the Capitol resulted in its destruction and the creation of an annual televised event known as the Hunger Games. In punishment, and as a reminder of the power and grace of the Capitol, each district must yield one boy and one girl between the ages of 12 and 18 through a lottery system to participate in the games. The 'tributes' are chosen during the annual Reaping and are forced to fight to the death, leaving only one survivor to claim victory.When 16-year-old Katniss's young sister, Prim, is selected as District 12's female representative, Katniss volunteers to take her place. She and her male counterpart Peeta, are pitted against bigger, stronger representatives, some of whom have trained for this their whole lives. , she sees it as a death sentence. But Katniss has been close to death before. For her, survival is second nature.
  ...more"
17801,Underground: The Tokyo Gas Attack and the Japanese Psyche,"Alternate cover edition here.In spite of the perpetrators' intentions, the Tokyo gas attack left only twelve people dead, but thousands were injured and many suffered serious after-effects. Murakami interviews the victims to try and establish precisely what happened on the subway that day. He also interviews members and ex-members of the doomsdays cult responsible, in the
  Alternate cover edition here.In spite of the perpetrators' intentions, the Tokyo gas attack left only twelve people dead, but thousands were injured and many suffered serious after-effects. Murakami interviews the victims to try and establish precisely what happened on the subway that day. He also interviews members and ex-members of the doomsdays cult responsible, in the hope that they might be able to explain the reason for the attack and how it was that their guru instilled such devotion in his followers.
  ...more"
11084145,Steve Jobs,"From best-selling author Walter Isaacson comes the landmark biography of Apple co-founder Steve Jobs.In Steve Jobs: The Exclusive Biography, Isaacson provides an extraordinary account of Jobs' professional and personal life. Drawn from three years of exclusive and unprecedented interviews Isaacson has conducted with Jobs as well as extensive interviews with Jobs' family me
  From best-selling author Walter Isaacson comes the landmark biography of Apple co-founder Steve Jobs.In Steve Jobs: The Exclusive Biography, Isaacson provides an extraordinary account of Jobs' professional and personal life. Drawn from three years of exclusive and unprecedented interviews Isaacson has conducted with Jobs as well as extensive interviews with Jobs' family members and key colleagues from Apple and its competitors, Steve Jobs: The Exclusive Biography is the definitive portrait of the greatest innovator of his generation.
  ...more"
10639,The Paradox of Choice: Why More Is Less,"About the Book: The Paradox of Choice In the spirit of Alvin Tofflers Future Shock, a social critique of our obsession with choice, and how it contributes to anxiety, dissatisfaction and regret. Whether were buying a pair of jeans, ordering a cup of coffee, selecting a long-distance carrier, applying to college, choosing a doctor, or setting up a 401K, everyday decisions h
  About the Book: The Paradox of Choice In the spirit of Alvin Tofflers Future Shock, a social critique of our obsession with choice, and how it contributes to anxiety, dissatisfaction and regret. Whether were buying a pair of jeans, ordering a cup of coffee, selecting a long-distance carrier, applying to college, choosing a doctor, or setting up a 401K, everyday decisions have become increasingly complex due to the overwhelming abundance of choice with which we are presented. In The Paradox of Choice, Barry Schwartz explains why too much of a good thing has proven detrimental to our psychological and emotional well-being. In accessible, engaging, and anecdotal prose, Schwartz explains how a culture that thrives on the availability of constantly evolving options can also foster profound dissatisfaction and self-blame in individuals, which can lead to a paralysis in decision making and, in some cases, depression. With the latest studies on how we make choices in our personal and professional lives, Schwartz offers practical advice on how to focus on the right choices, and how to derive greater satisfaction from choices that we do make. About the Author: Barry Schwartz Barry Schwartz is the Dorwin Cartwright Professor of Social Theory and Social Action at Swarthmore College. He is the author of several books, including The Battle for Human Nature: Science, Morality and Modern Life and The Costs of Living: How Market Freedom Erodes the Best Things in Life. His articles have appeared in many of the leading journals in his field, including the American Psychologist. He lives in Philadelphia, PA.
  ...more"
13452461,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,"An astonishing new science called neuroplasticity is overthrowing the centuries-old notion that the human brain is immutable. Psychiatrist and psychoanalyst, Norman Doidge, M.D., traveled the country to meet both the brilliant scientists championing neuroplasticity and the people whose lives they've transformed people whose mental limitations or brain damage were seen as u
  An astonishing new science called neuroplasticity is overthrowing the centuries-old notion that the human brain is immutable. Psychiatrist and psychoanalyst, Norman Doidge, M.D., traveled the country to meet both the brilliant scientists championing neuroplasticity and the people whose lives they've transformed people whose mental limitations or brain damage were seen as unalterable. We see a woman born with half a brain that rewired itself to work as a whole, blind people who learn to see, learning disorders cured, IQs raised, aging brains rejuvenated, stroke patients learning to speak, children with cerebral palsy learning to move with more grace, depression and anxiety disorders successfully treated, and lifelong character traits changed. Using these marvelous stories to probe mysteries of the body, emotion, love, sex, culture, and education, Dr. Doidge has written an immensely moving, inspiring book that will permanently alter the way we look at our brains, human nature, and human potential.
  ...more"
3860977,How We Decide,"The first book to use the unexpected discoveries of neuroscience to help us make the best decisions.Since Plato, philosophers have described the decision-making process as either rational or emotional: we carefully deliberate, or we “blink” and go with our gut. But as scientists break open the mind’s black box with the latest tools of neuroscience, they’re discovering that
  The first book to use the unexpected discoveries of neuroscience to help us make the best decisions.Since Plato, philosophers have described the decision-making process as either rational or emotional: we carefully deliberate, or we “blink” and go with our gut. But as scientists break open the mind’s black box with the latest tools of neuroscience, they’re discovering that this is not how the mind works. Our best decisions are a finely tuned blend of both feeling and reason—and the precise mix depends on the situation. When buying a house, for example, it’s best to let our unconscious mull over the many variables. But when we’re picking a stock, intuition often leads us astray. The trick is to determine when to use the different parts of the brain, and to do this, we need to think harder (and smarter) about how we think.Jonah Lehrer arms us with the tools we need, drawing on cutting-edge research as well as the real-world experiences of a wide range of “deciders”—from airplane pilots and hedge fund investors to serial killers and poker players.Lehrer shows how people are taking advantage of the new science to make better television shows, win more football games, and improve military intelligence. His goal is to answer two questions that are of interest to just about anyone, from CEOs to firefighters: How does the human mind make decisions? And how can we make those decisions better?
  ...more"
2122,The Fountainhead,"When The Fountainhead was first published, Ayn Rand''s daringly original literary vision and her groundbreaking philosophy, Objectivism, won immediate worldwide interest and acclaim. This instant classic is the story of an intransigent young architect, his violent battle against conventional standards, and his explosive love affair with a beautiful woman who struggles to d
  When The Fountainhead was first published, Ayn Rand''s daringly original literary vision and her groundbreaking philosophy, Objectivism, won immediate worldwide interest and acclaim. This instant classic is the story of an intransigent young architect, his violent battle against conventional standards, and his explosive love affair with a beautiful woman who struggles to defeat him. This edition contains a special afterword by Rand's literary executor, Leonard Peikoff, which includes excerpts from Ayn Rand's own notes on the making of The Fountainhead. As fresh today as it was then, here is a novel about a hero-and about those who try to destroy him.
  ...more"
8683812,The Paris Wife,"A deeply evocative story of ambition and betrayal, The Paris Wife captures a remarkable period of time and a love affair between two unforgettable people: Ernest Hemingway and his wife Hadley. Chicago, 1920: Hadley Richardson is a quiet twenty-eight-year-old who has all but given up on love and happiness—until she meets Ernest Hemingway and her life changes forever. Follow
  A deeply evocative story of ambition and betrayal, The Paris Wife captures a remarkable period of time and a love affair between two unforgettable people: Ernest Hemingway and his wife Hadley. Chicago, 1920: Hadley Richardson is a quiet twenty-eight-year-old who has all but given up on love and happiness—until she meets Ernest Hemingway and her life changes forever. Following a whirlwind courtship and wedding, the pair set sail for Paris, where they become the golden couple in a lively and volatile group—the fabled “Lost Generation”—that includes Gertrude Stein, Ezra Pound, and F. Scott and Zelda Fitzgerald. Though deeply in love, the Hemingways are ill prepared for the hard-drinking and fast-living life of Jazz Age Paris, which hardly values traditional notions of family and monogamy. Surrounded by beautiful women and competing egos, Ernest struggles to find the voice that will earn him a place in history, pouring all the richness and intensity of his life with Hadley and their circle of friends into the novel that will become The Sun Also Rises. Hadley, meanwhile, strives to hold on to her sense of self as the demands of life with Ernest grow costly and her roles as wife, friend, and muse become more challenging. Despite their extraordinary bond, they eventually find themselves facing the ultimate crisis of their marriage—a deception that will lead to the unraveling of everything they’ve fought so hard for. A heartbreaking portrayal of love and torn loyalty, The Paris Wife is all the more poignant because we know that, in the end, Hemingway wrote that he would rather have died than fallen in love with anyone but Hadley.
  ...more"
775346,The Little Friend,"Bestselling author Donna Tartt returns with a grandly ambitious and utterly riveting novel of childhood, innocence and evil. The setting is Alexandria, Mississippi, where one Mother’s Day a little boy named Robin Cleve Dufresnes was found hanging from a tree in his parents’ yard. Twelve years later Robin’s murder is still unsolved and his family remains devastated. So it i
  Bestselling author Donna Tartt returns with a grandly ambitious and utterly riveting novel of childhood, innocence and evil. The setting is Alexandria, Mississippi, where one Mother’s Day a little boy named Robin Cleve Dufresnes was found hanging from a tree in his parents’ yard. Twelve years later Robin’s murder is still unsolved and his family remains devastated. So it is that Robin’s sister Harriet - unnervingly bright, insufferably determined, and unduly influenced by the fiction of Kipling and Robert Louis Stevenson--sets out to unmask his killer. Aided only by her worshipful friend Hely, Harriet crosses her town’s rigid lines of race and caste and burrows deep into her family’s history of loss.
  ...more"
4657,The Water-Method Man,"The main character of John Irving's second novel, written when the author was twenty-nine, is a perpetual graduate student with a birth defect in his urinary tract--and a man on the threshold of committing himself to a second marriage that bears remarkable resemblance to his first....""Three or four times as funny as most novels.""THE NEW YORKERFrom the Paperback edition."
6323821,Last Night in Twisted River,"In 1954, in the cookhouse of a logging and sawmill settlement in northern New Hampshire, an anxious twelve-year-old boy mistakes the local constable’s girlfriend for a bear. Both the twelve-year-old and his father become fugitives, forced to run from Coos County–to Boston, to southern Vermont, to Toronto–pursued by the implacable constable. Their lone protector is a fierce
  In 1954, in the cookhouse of a logging and sawmill settlement in northern New Hampshire, an anxious twelve-year-old boy mistakes the local constable’s girlfriend for a bear. Both the twelve-year-old and his father become fugitives, forced to run from Coos County–to Boston, to southern Vermont, to Toronto–pursued by the implacable constable. Their lone protector is a fiercely libertarian logger, once a river driver, who befriends them.In a story spanning five decades, Last Night in Twisted River–John Irving’s twelfth novel–depicts the recent half-century in the United States as “a living replica of Coos County, where lethal hatreds were generally permitted to run their course.” From the novel’s taut opening sentence–“The young Canadian, who could not have been more than fifteen, had hesitated too long”–to its elegiac final chapter, Last Night in Twisted River is written with the historical authenticity and emotional authority of The Cider House Rules and A Prayer for Owen Meany. It is also as violent and disturbing a story as John Irving’s breakthrough bestseller, The World According to Garp.What further distinguishes Last Night in Twisted River is the author’s unmistakable voice–the inimitable voice of an accomplished storyteller. Near the end of this moving novel, John Irving writes: “We don’t always have a choice how we get to know one another. Sometimes, people fall into our lives cleanly–as if out of the sky, or as if there were a direct flight from Heaven to Earth–the same sudden way we lose people, who once seemed they would always be part of our lives.”
  ...more"
4656,The Fourth Hand,"While reporting a story from India, a New York television journalist has his left hand eaten by a lion; millions of TV viewers witness the accident. In Boston, a renowned hand surgeon awaits the opportunity to perform the nation’s first hand transplant; meanwhile, in the distracting aftermath of an acrimonious divorce, the surgeon is seduced by his housekeeper. A married w
  While reporting a story from India, a New York television journalist has his left hand eaten by a lion; millions of TV viewers witness the accident. In Boston, a renowned hand surgeon awaits the opportunity to perform the nation’s first hand transplant; meanwhile, in the distracting aftermath of an acrimonious divorce, the surgeon is seduced by his housekeeper. A married woman in Wisconsin wants to give the one-handed reporter her husband’s left hand—that is, after her husband dies. But the husband is alive, relatively young, and healthy.
  ...more"
529901,Until I Find You,"Until I Find You is the story of the actor Jack Burns – his life, loves, celebrity and astonishing search for the truth about his parents. When he is four years old, Jack travels with his mother Alice, a tattoo artist, to several North Sea ports in search of his father, William Burns. From Copenhagen to Amsterdam, William, a brilliant church organist and profligate womaniz
  Until I Find You is the story of the actor Jack Burns – his life, loves, celebrity and astonishing search for the truth about his parents. When he is four years old, Jack travels with his mother Alice, a tattoo artist, to several North Sea ports in search of his father, William Burns. From Copenhagen to Amsterdam, William, a brilliant church organist and profligate womanizer, is always a step ahead – has always just departed in a wave of scandal, with a new tattoo somewhere on his body from a local master or “scratcher.”Alice and Jack abandon their quest, and Jack is educated at schools in Canada and New England – including, tellingly, a girls’ school in Toronto. His real education consists of his relationships with older women – from Emma Oastler, who initiates him into erotic life, to the girls of St. Hilda’s, with whom he first appears on stage, to the abusive Mrs. Machado, whom he first meets when sent to learn wrestling at a local gym. Too much happens in this expansive, eventful novel to possibly summarize it all. Emma and Jack move to Los Angeles, where Emma becomes a successful novelist and Jack a promising actor. A host of eccentric minor characters memorably come and go, including Jack’s hilariously confused teacher the Wurtz; Michelle Maher, the girlfriend he will never forget; and a precocious child Jack finds in the back of an Audi in a restaurant parking lot. We learn about tattoo addiction and movie cross-dressing, “sleeping in the needles” and the cure for cauliflower ears. And John Irving renders his protagonist’s unusual rise through Hollywood with the same vivid detail and range of emotions he gives to the organ music Jack hears as a child in European churches. This is an absorbing and moving book about obsession and loss, truth and storytelling, the signs we carry on us and inside us, the traces we can’t get rid of. Jack has always lived in the shadow of his absent father. But as he grows older – and when his mother dies – he starts to doubt the portrait of his father’s character she painted for him when he was a child. This is the cue for a second journey around Europe in search of his father, from Edinburgh to Switzerland, towards a conclusion of great emotional force.A melancholy tale of deception, Until I Find You is also a swaggering comic novel, a giant tapestry of life’s hopes. It is a masterpiece to compare with John Irving’s great novels, and restates the author’s claim to be considered the most glorious, comic, moving novelist at work today.
  ...more"
4659,A Widow for One Year,"Richly comic as well as deeply disturbing, this is a multilayered love story of astonishing emotional force. Both ribald and erotic, it is also a brilliant novel about the passage of time and the relentlessness of grief."
174750,The Cider House Rules,"It has been said before, and it shall be said 1,000 times again: John Irving is the American Dickens. Rich in characterization, epic in scope, The Cider House Rules is the heart-wrenching story of orphan Homer Wells and his guardian, Dr. Wilbur Larch. With nods of affection to both David Copperfield and Jane Eyre, Irving's novel follows Homer on his journey from innocence
  It has been said before, and it shall be said 1,000 times again: John Irving is the American Dickens. Rich in characterization, epic in scope, The Cider House Rules is the heart-wrenching story of orphan Homer Wells and his guardian, Dr. Wilbur Larch. With nods of affection to both David Copperfield and Jane Eyre, Irving's novel follows Homer on his journey from innocence to experience, brilliantly depicting the boy's struggle to find his place in the world. Irving also wrote an Oscar-winning screenplay for the 1999 film adaptation of the novel that starred Michael Caine, Tobey Maguire, and Charlize Theron.
  ...more"
7069,The World According to Garp,"This is the life and times of T. S. Garp, the bastard son of Jenny Fields--a feminist leader ahead of her times. This is the life and death of a famous mother and her almost-famous son; theirs is a world of sexual extremes--even of sexual assassinations. It is a novel rich with ""lunacy and sorrow""; yet the dark, violent events of the story do not undermine a comedy both ri
  This is the life and times of T. S. Garp, the bastard son of Jenny Fields--a feminist leader ahead of her times. This is the life and death of a famous mother and her almost-famous son; theirs is a world of sexual extremes--even of sexual assassinations. It is a novel rich with ""lunacy and sorrow""; yet the dark, violent events of the story do not undermine a comedy both ribald and robust. In more than thirty languages, in more than forty countries--with more than ten million copies in print--this novel provides almost cheerful, even hilarious evidence of its famous last line: ""In the world according to Garp, we are all terminal cases.""The World According to Garp is a comic and compassionate coming-of-age novel that established John Irving as one of the most imaginative writers of his generation. A worldwide bestseller since its publication in 1978, Irving's classic is filled with stories inside stories about the life and times of T. S. Garp, novelist and bastard son of Jenny Fields--a feminist leader ahead of her time. Beyond that, The World According to Garp virtually defies synopsis.(From author's website: http://www.john-irving.com)
  ...more"
4473,A Prayer for Owen Meany,"Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tr
  Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created.~from back cover
  ...more"
534255,Autobiography of a Face,"'Despite its unblinking stare at an excruciatingly painful subject, this is not a dour book. Autobiography of a Face is a book about image, about the tyranny of the image of a beautiful - or even pleasingly average - face. In the end, this tyranny is not so much overthrown as shrugged off.'I spent five years of my life being treated for cancer, but since then I've spent fi
  'Despite its unblinking stare at an excruciatingly painful subject, this is not a dour book. Autobiography of a Face is a book about image, about the tyranny of the image of a beautiful - or even pleasingly average - face. In the end, this tyranny is not so much overthrown as shrugged off.'I spent five years of my life being treated for cancer, but since then I've spent fifteen years being treated for nothing other than looking different from everyone else. It was the pain from that, from feeling ugly, that I always viewed as the great tragedy of my life. The fact that I had cancer seemed minor in comparison."" At age nine, Lucy Grealy was diagnosed with a potentially terminal cancer. When she returned to school with a third of her jaw removed, she faced the cruel taunts of classmates. In this strikingly candid memoir, Grealy tells her story of great suffering and remarkable strength without sentimentality and with considerable wit. Vividly portraying the pain of peer rejection and the guilty pleasures of wanting to be special, Grealy captures with unique insight what it is like as a child and young adult to be torn between two warring impulses: to feel that more than anything else we want to be loved for who we are, while wishing desperately and secretly to be perfect.
  ...more"
33458,"The Lust Lizard of Melancholy Cove (Pine Cove, #2)","The town psychiatrist has decided to switch everybody in Pine Cove, California, from their normal antidepressants to placebos, so naturally—well, to be accurate, artificially—business is booming at the local blues bar. Trouble is, those lonely slide-guitar notes have also attracted a colossal sea beast named Steve with, shall we say, a thing for explosive oil tanker trucks
  The town psychiatrist has decided to switch everybody in Pine Cove, California, from their normal antidepressants to placebos, so naturally—well, to be accurate, artificially—business is booming at the local blues bar. Trouble is, those lonely slide-guitar notes have also attracted a colossal sea beast named Steve with, shall we say, a thing for explosive oil tanker trucks. Suddenly, morose Pine Cove turns libidinous and is hit by a mysterious crime wave, and a beleaguered constable has to fight off his own gonzo appetites to find out what's wrong and what, if anything, to do about it.
  ...more"
832916,"50 Psychology Classics: Who We Are, How We Think, What We Do: Insight and Inspiration from 50 Key Books","With 50 Psychology Classics: Who We Are, How We Think, What We Do-Insight and Inspiration, Tom Butler-Bowdon introduces readers to the great works that explore the very essence of what makes us who we are. Spanning fifty books and hundreds of ideas, 50 Psychology Classics examines some of the most intriguing questions regarding cognitive development and behavioral motivati
  With 50 Psychology Classics: Who We Are, How We Think, What We Do-Insight and Inspiration, Tom Butler-Bowdon introduces readers to the great works that explore the very essence of what makes us who we are. Spanning fifty books and hundreds of ideas, 50 Psychology Classics examines some of the most intriguing questions regarding cognitive development and behavioral motivations, summarizing the myriad theories that psychologists have put forth to make sense of the human experience. Butler-Bowdon covers everything from humanism to psychoanalysis to the fundamental principles where theorists disagree, like nature versus nurture and the existence of free will. In this single book, you will find Carl Jung, Sigmund Freud, Alfred Kinsey, and the most significant contributors to modern psychological thought. From the author of the bestselling 50 Self-Help Classics, 50 Success Classics, and 50 Spiritual Classics, 50 Psychology Classics will enrich your understanding of the human condition.Includes:1. Alfred Adler ""Understanding Human Nature"" (1927)2. Gavin Becker ""The Gift of Fear"" (1997)3. Eric Berne ""Games People Play"" (1964)4. Edward de Bono ""Lateral Thinking"" (1970)5. Robert Bolton ""People Skills"" (1979)6. Nathaniel Branden ""The Psychology of Self-Esteem"" (1969)7. Isabel Briggs Myers ""Gifts Differing: Understanding Personality Type"" (1980)8. Louann Brizendine ""The Female Brain"" (2006)9. David D Burns ""Feeling Good: The New Mood Therapy"" (1980)10. Robert Cialdini ""Influence: The Psychology of Persuasion"" (1984)11. Mihaly Csikszentmihalyi ""Creativity"" (1997)12. Albert Ellis & Robert Harper (1961) ""A Guide To Rational Living"" (1961)13. Milton Erickson ""My Voice Will Go With You"" (1982) by Sidney Rosen14. Eric Erikson ""Young Man Luther"" (1958)15. Hans Eysenck ""Dimensions of Personality"" (1947)16. Susan Forward ""Emotional Blackmail"" (1997)17. Viktor Frankl ""The Will to Meaning"" (1969)18. Anna Freud ""The Ego and the Mechanisms of Defense"" (1936)19. Sigmund Freud ""The Interpretation of Dreams"" (1901)20. Howard Gardner ""Frames of Mind: The Theory of Multiple Intelligences"" (1983)21. Daniel Gilbert ""Stumbling on Happiness"" (2006)22. Malcolm Gladwell ""Blink: The Power of Thinking Without Thinking"" (2005)23. Daniel Goleman ""Emotional Intelligence at Work"" (1998)24. John M Gottman ""The Seven Principles for Making Marriage Work"" (1999)25. Harry Harlow ""The Nature of Love"" (1958)26. Thomas A Harris ""I'm OK - You're OK"" (1967)27. Eric Hoffer ""The True Believer: Thoughts on the Nature of Mass Movements"" (1951)28. Karen Horney ""Our Inner Conflicts"" (1945)29. William James ""Principles of Psychology"" (1890)30. Carl Jung ""The Archetypes and the Collective Unconscious"" (1953)31. Alfred Kinsey ""Sexual Behavior in the Human Female"" (1953)32. Melanie Klein ""Envy and Gratitude"" (1975)33. RD Laing ""The Divided Self"" (1959)34. Abraham Maslow ""The Farther Reaches of Human Nature"" (1970)35. Stanley Milgram ""Obedience To Authority"" (1974)36. Anne Moir & David Jessel ""Brainsex: The Real Difference Between Men and Women"" (1989)37. IP Pavlov ""Conditioned Reflexes"" (1927)38. Fritz Perls ""Gestalt Therapy: Excitement and Growth in the Human Personality"" (1951)39. Jean Piaget ""The Language and Thought of the Child"" (1966)40. Steven Pinker ""The Blank Slate: The Modern Denial of Human Nature"" (2002)41. VS Ramachandran ""Phantoms in the Brain"" (1998)42. Carl Rogers ""On Becoming a Person"" (1961)43. Oliver Sacks ""The Man Who Mistook His Wife for a Hat"" (1970)44. Barry Schwartz ""The Paradox of Choice: Why More is Less"" (2004)45. Martin Seligman ""Authentic Happiness"" (2002)46. Gail Sheehy ""Passages: Predictable Crises of Adult Life"" (1974)47. BF Skinner ""Beyond Freedom & Dignity"" (1953)48. Douglas Stone, Bruce Patton & Sheila Heen ""Difficult Conversations"" (2000)49. William Styron ""Darkness Visible"" (1990)50. Robert E Thayer ""The Origin of Everyday Moods"" (1996)
  ...more"
38501,Ham on Rye,"In what is widely hailed as the best of his many novels, Charles Bukowski details the long, lonely years of his own hardscrabble youth in the raw voice of alter ego Henry Chinaski. From a harrowingly cheerless childhood in Germany through acne-riddled high school years and his adolescent discoveries of alcohol, woman, and the Los Angeles Public Library's collection of D.H.
  In what is widely hailed as the best of his many novels, Charles Bukowski details the long, lonely years of his own hardscrabble youth in the raw voice of alter ego Henry Chinaski. From a harrowingly cheerless childhood in Germany through acne-riddled high school years and his adolescent discoveries of alcohol, woman, and the Los Angeles Public Library's collection of D.H. Lawrence, Ham on Rye offers a crude, brutal, and savagely funny portrait of an outcast's coming-of-age during the desperate days of the Great Depression.
  ...more"
24113,"G̦del, Escher, Bach: An Eternal Golden Braid","Douglas Hofstadter's book is concerned directly with the nature of “maps” or links between formal systems. However, according to Hofstadter, the formal system that underlies all mental activity transcends the system that supports it. If life can grow out of the formal chemical substrate of the cell, if consciousness can emerge out of a formal system of firing neurons, then
  Douglas Hofstadter's book is concerned directly with the nature of “maps” or links between formal systems. However, according to Hofstadter, the formal system that underlies all mental activity transcends the system that supports it. If life can grow out of the formal chemical substrate of the cell, if consciousness can emerge out of a formal system of firing neurons, then so too will computers attain human intelligence. Gödel, Escher, Bach is a wonderful exploration of fascinating ideas at the heart of cognitive science: meaning, reduction, recursion, and much more.
  ...more"
840,The Design of Everyday Things,"Anyone who designs anything to be used by humans -- from physical objects to computer programs to conceptual tools -- must read this book, and it is an equally tremendous read for anyone who has to use anything created by another human. It could forever change how you experience and interact with your physical surroundings, open your eyes to the perversity of bad design an
  Anyone who designs anything to be used by humans -- from physical objects to computer programs to conceptual tools -- must read this book, and it is an equally tremendous read for anyone who has to use anything created by another human. It could forever change how you experience and interact with your physical surroundings, open your eyes to the perversity of bad design and the desirability of good design, and raise your expectations about how things should be designed.B & W photographs and illustrations throughout.
  ...more"
4981,Slaughterhouse-Five,"Kurt Vonnegut's absurdist classic Slaughterhouse-Five introduces us to Billy Pilgrim, a man who becomes unstuck in time after he is abducted by aliens from the planet Tralfamadore. In a plot-scrambling display of virtuosity, we follow Pilgrim simultaneously through all phases of his life, concentrating on his (and Vonnegut's) shattering experience as an American prisoner o
  Kurt Vonnegut's absurdist classic Slaughterhouse-Five introduces us to Billy Pilgrim, a man who becomes unstuck in time after he is abducted by aliens from the planet Tralfamadore. In a plot-scrambling display of virtuosity, we follow Pilgrim simultaneously through all phases of his life, concentrating on his (and Vonnegut's) shattering experience as an American prisoner of war who witnesses the firebombing of Dresden.Don't let the ease of reading fool you - Vonnegut's isn't a conventional, or simple, novel. He writes, ""There are almost no characters in this story, and almost no dramatic confrontations, because most of the people in it are so sick, and so much the listless playthings of enormous forces. One of the main effects of war, after all, is that people are discouraged from being characters.""Slaughterhouse-Five is not only Vonnegut's most powerful book, it is also as important as any written since 1945. Like Catch- 22, it fashions the author's experiences in the Second World War into an eloquent and deeply funny plea against butchery in the service of authority. Slaughterhouse-Five boasts the same imagination, humanity, and gleeful appreciation of the absurd found in Vonnegut's other works, but the book's basis in rock-hard, tragic fact gives it a unique poignancy - and humor.
  ...more"
